Organization Name,Organization Name URL,Categories,Headquarters Location,Description,CB Rank (Organization),Founded Date,Founded Date Precision,Website,Contact Email,Number of Articles,Number of Employees,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Last Funding Type,IPO Date,IPO Status,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,IPqwery - Patents Granted
Surgate Labs,https://www.crunchbase.com/organization/surgate-labs,"Cyber Security, Email, Network Security","Istanbul, Istanbul, Turkey",Surgate Labs develops and distributes products specialising on E-mail security.,"353,477",2008-07-01,day,http://www.surgatelabs.com,,2,11-50,,,,,,,,,,Private,,,,,,
BM&FBOVESPA S.A.,https://www.crunchbase.com/organization/bm-fbovespa-s-a-,"Financial Services, Internet, Security","São Paulo, Sao Paulo, Brazil","BM&FBOVESPA S.A. manages the organized Securities and Derivatives markets, providing registration, clearing and settlement services.","376,472",2008-01-01,year,http://www.bmfbovespa.com.br/,cursosie@bvmf.com.br,,1001-5000,,,,,,,,,2008-08-29,Public,,,,B3SA3,https://www.crunchbase.com/ipo/bm-fbovespa-s-a--ipo--cb2ea8eb,
Seafaring Security Services,https://www.crunchbase.com/organization/seafaring-security-services,Security,"Virginia Beach, Virginia, United States",SSS is an independent technology application and integration company with a singular focus on maritime security and surveillance,"382,129",2008-01-01,year,http://seafaringllc.com,info@seafaringllc.com,,11-50,,,,,,,,,,Private,,,,,,
Earlier Media,https://www.crunchbase.com/organization/earlier-media,"EdTech, Education, Internet, Security, Video, Video Streaming","Beverly Hills, California, United States","Earlier Media offers web properties that enables children of all ages to securely learn, watch videos, and play games online.","383,810",2008-01-01,year,http://earliermedia.com,partner@earliermedia.com,1,1-10,2009-09-10,,,,,,,Series A,,Private,,,,,,
Opale Security,https://www.crunchbase.com/organization/opale-security,"Consulting, CRM, Cyber Security, Information Technology, Security","Cesson, Ile-de-France, France","Opale Security offers effective, practical consulting services on IT security.","427,347",2008-01-01,year,https://www.opale-security.com/,contact@serma.com,,1-10,,,,,,,,,,Private,,,,,,
Moblication,https://www.crunchbase.com/organization/moblication,"Cyber Security, Internet, Mobile, Software","Atlanta, Georgia, United States",Mobile App Development,"444,811",2008-09-01,day,http://www.moblication.com,ttmllc182@gmail.com,,1-10,2011-09-01,,,,,,,Angel,,Private,,,,,,
Info-Assure,https://www.crunchbase.com/organization/info-assure,"Cyber Security, Information Services, Security",,Info-Assure is a provider of cyber security and information assurance to clients in the government.,"452,876",2008-01-01,year,http://www.info-assure.co.uk/,,,11-50,,,,,,,,,,Private,,,,,,
Süddeutschen Bewachung,https://www.crunchbase.com/organization/süddeutschen-bewachung,"Commercial, Security","Mannheim, Baden-Wurttemberg, Germany",Süddeutschen Bewachung is provides security services.,"453,525",2008-01-01,year,https://www.sbg-online.de/,,,,,,,,,,,,,Private,,,,,,
"iSekurity, Inc.",https://www.crunchbase.com/organization/isekurity-inc,"Cyber Security, Identity Management, Information Technology, Non Profit, Security","Warren, Michigan, United States","isekurity, Inc. provides identity theft and security solutions for individuals.","469,718",2008-01-01,year,http://www.isekurity.com,,,501-1000,,,,,,,,,,Private,,,,,,
Chalet Tech,https://www.crunchbase.com/organization/chalet-tech,"Analytics, Big Data, Business Intelligence, Cyber Security, Hardware, Network Security","San Jose, California, United States",Chalet Tech offers various services and products from big audit solutions to audit business data for user accountability and data analytics.,"517,180",2008-01-01,year,,,2,11-50,2009-01-01,1500000,USD,1500000,1500000,USD,1500000,Seed,,Private,,,,,,
The Library,https://www.crunchbase.com/organization/the-library,"Cyber Security, Video","Stockholm, Stockholms Lan, Sweden",The Library provides solutions to manage digital movie files in high resolution format.,"562,731",2008-02-01,day,http://www.thelibrarysys.com,monir@thelibrary.se,4,1-10,2014-10-12,,,,3000000,SEK,472259,Angel,,Private,,,,,,
OneCubicle,https://www.crunchbase.com/organization/onecubicle,"Advice, Career Planning, Communities, Education, Employment, Identity Management","Santa Monica, California, United States","OneCubicle, a social business network, provides a platform for new people on the workforce to make connections and build their own brands.","596,921",2008-02-20,day,http://www.onecubicle.com,champion@onecubicle.com,,1-10,2008-08-01,450000,USD,450000,450000,USD,450000,Angel,,Private,,,,,,
Infigo Finland,https://www.crunchbase.com/organization/infigo-finland,"Cyber Security, Information Technology, Software","Helsinki, Southern Finland, Finland",Security software company,"602,791",2008-12-15,day,http://infigo.fi,,,1-10,2008-12-15,,,,,,,Venture - Series Unknown,,Private,,,,,,
Slipstream Resources,https://www.crunchbase.com/organization/slipstream-resources,Security,"Virginia Beach, Virginia, United States","Slipstream Resources, LLC (SSR) is a veteran owned company that provides professional services, electronic security systems and network","634,631",2008-01-01,year,http://slipstream.us,,,1-10,,,,,,,,,,Private,,,,,,
Businessfellows.com,https://www.crunchbase.com/organization/businessfellows-com,"Identity Management, Marketing Automation","Warsaw, Mazowieckie, Poland",First guided marketing automation that understands small business,"642,467",2008-01-01,year,http://www.businessfellow.com/,info@fachowcy.pl,,,,,,,,,,,,Private,,,,,,
iMusicTweet,https://www.crunchbase.com/organization/imusictweet,"Apps, Identity Management, Music, Web Development","New York, New York, United States",iMusicTweet,"647,199",2008-01-01,year,http://imusictweet.com,adamimt@imusictweet.com,,1-10,2009-01-01,5000,USD,5000,5000,USD,5000,Seed,,Private,,,,,,
QR10,https://www.crunchbase.com/organization/qr10,"Security, Software","Hessen, Sachsen-Anhalt, Germany","QR10 is designs, develops, and delivers a solution for smartphone users to make commercial transactions.","677,146",2008-01-01,year,http://www.qr10.de/,,,,,,,,,,,,,Private,,,,,,
InnomiNet,https://www.crunchbase.com/organization/innominet,Security,"Pittsburgh, Pennsylvania, United States","InnomiNet offers BitBlinder, an online privacy platform that facilitates anonymous browsing and internet use.","712,289",2008-01-01,year,http://bitblinder.com,jash@bitblinder.com,,1-10,2008-06-06,25000,USD,25000,25000,USD,25000,Seed,,Private,,,,,,
Norbain Nederland,https://www.crunchbase.com/organization/norbain-nederland,"Consumer Goods, Electrical Distribution, Security","Breda, Noord-Brabant, The Netherlands",Norbain Nederland is distributes security products. ,"741,270",2008-01-01,year,,,,,,,,,,,,,,Private,,,,,,
Partblack SA,https://www.crunchbase.com/organization/partblack-sa,"Information Technology, Security, Software","Lisbon, Lisboa, Portugal",Partblack SA distributes Panda Security information technology security solutions.,"752,715",2008-01-01,year,,,,,,,,,,,,,,Private,,,,,,
Recorded Future,https://www.crunchbase.com/organization/recorded-future,"Analytics, Cyber Security, Machine Learning, Real Time","Somerville, Massachusetts, United States",Recorded Future is a technology company specializing in threat intelligence powered by machine learning.,123,2009-01-01,year,http://www.recordedfuture.com/,info@recordedfuture.com,341,251-500,2017-10-31,25000000,USD,25000000,57900000,USD,57900000,Series E,,Private,,,,,,
Cloudflare,https://www.crunchbase.com/organization/cloudflare,"Ad Server, Advertising, Analytics, Enterprise Software, Security, Web Hosting","San Francisco, California, United States",Cloudflare is a web performance and security company that provides online services to protect and accelerate websites online.,155,2009-06-01,month,http://www.cloudflare.com,info@cloudflare.com,"1,542",501-1000,2019-03-12,150000000,USD,150000000,332050000,USD,332050000,Series E,,Private,,,,,,101
Dashlane,https://www.crunchbase.com/organization/dashlane,"Cloud Computing, Identity Management, Payments, Privacy, Security, Software","New York, New York, United States","Dashlane is a password manager and digital wallet, designed to make identity and payment simple and secure.",227,2009-07-06,day,http://www.dashlane.com,contact@dashlane.com,425,101-250,2019-05-30,110000000,USD,110000000,210900000,USD,210900000,Series D,,Private,,,,,,0
Okta,https://www.crunchbase.com/organization/okta,"CRM, Enterprise, Enterprise Software, Identity Management, Information Technology, Security, Software, Telecommunications","San Francisco, California, United States",Okta is the leading independent provider of identity for the enterprise.,390,2009-01-01,day,http://www.okta.com,info@okta.com,827,501-1000,2015-09-08,75000000,USD,75000000,229250000,USD,229250000,Series F,2017-04-06,Public,187000000,USD,187000000,OKTA,https://www.crunchbase.com/ipo/okta-ipo--dcff0d50,14
OneLogin,https://www.crunchbase.com/organization/onelogin,"Cloud Security, Enterprise Software, Identity Management, Information Technology, SaaS","San Francisco, California, United States",OneLogin is a cloud identity and access management solution that enables enterprises to secure all apps for their users on all devices.,402,2009-01-01,year,http://onelogin.com,info@onelogin.com,205,101-250,2019-01-10,100000000,USD,100000000,175200000,USD,175200000,Series D,,Private,,,,,,0
Agari,https://www.crunchbase.com/organization/agari-data,"Cyber Security, Fraud Detection, Network Security, SaaS, Security","Foster City, California, United States",Agari provides email threat prevention and protection service leverages AI cybersecurity to protect organization.,617,2009-01-01,year,https://www.agari.com/,info@agari.com,160,101-250,2018-06-21,40000000,USD,40000000,84700000,USD,84700000,Series E,,Private,,,,,,
Duo Security,https://www.crunchbase.com/organization/duo-security,"Cloud Security, Cyber Security, Enterprise Software, Network Security, SaaS","Ann Arbor, Michigan, United States",Duo Security provides security software products and services.,887,2009-01-01,year,https://www.duo.com,sales@duo.com,422,251-500,2017-10-18,70000000,USD,70000000,121500000,USD,121500000,Series D,,Private,,,,,,50
NSO Group,https://www.crunchbase.com/organization/nso-group,"Cyber Security, Government, National Security","Herzliya, Tel Aviv, Israel",NSO Group develops Cyber Intelligence tools for Governments use only,"1,102",2009-06-01,month,http://www.nsogroup.com,,159,501-1000,2010-01-01,1600000,USD,1600000,1600000,USD,1600000,Seed,,Private,,,,,,
RiskIQ,https://www.crunchbase.com/organization/riskiq,"Cyber Security, Enterprise Software, Internet, Mobile, Reputation, Security","San Francisco, California, United States","RiskIQ provides digital threat management solutions to reduce your attack surface and detect threats across web, mobile, and social channels","1,878",2009-01-01,year,https://www.riskiq.com,info@riskiq.com,259,101-250,2016-11-10,30500000,USD,30500000,65500000,USD,65500000,Series C,,Private,,,,,,5
Onapsis,https://www.crunchbase.com/organization/onapsis,"Cyber Security, Network Security, Security","Boston, Massachusetts, United States",Onapsis is the pioneer in cybersecurity and compliance solutions for cloud and on-premise ERP and business-critical applications.,"2,037",2009-09-01,day,http://www.onapsis.com,info@onapsis.com,26,101-250,2018-04-13,31000000,USD,31000000,60600000,USD,60600000,Series C,,Private,,,,,,3
Dataminr,https://www.crunchbase.com/organization/dataminr,"Analytics, Artificial Intelligence, Enterprise Software, Financial Services, News, Public Safety, Security, Social Media, Software","New York, New York, United States",Dataminr's realtime AI platform discovers high impact events & critical breaking news far in advance of existing information systems,"2,081",2009-01-01,year,http://www.dataminr.com,info@dataminr.com,181,101-250,2018-09-04,,,,577012621,USD,577012621,Secondary Market,,Private,,,,,,1
Cloudwise,https://www.crunchbase.com/organization/cloudwise-2,"Cloud Computing, Security","Beijing, Beijing, China",Cloudwise is an innovative collaboration designed to give third sector organizations access to the benefits of cloud computing.,"2,486",2009-01-01,year,http://www.cloudwise.com,sales@cloudwise.com,2,,2019-06-10,25000000,USD,25000000,67000000,USD,67000000,Series D,,Private,,,,,,
Armor,https://www.crunchbase.com/organization/armor,"Cyber Security, IaaS, Security","Richardson, Texas, United States","Armor is a cyber defense company that offers customer-centric security outcomes for e-Commerce, healthcare, and financial institutions.","2,779",2009-01-01,year,http://www.armor.com,sales@armor.com,153,101-250,2017-04-05,89000000,USD,89000000,149100000,USD,149100000,Series F,,Private,,,,,,
Swrve,https://www.crunchbase.com/organization/swrve-new-media,"Analytics, Cryptocurrency, Internet, Marketing Automation, Mobile, Personal Finance","San Francisco, California, United States","Swrve is the world's leading mobile marketing automation platform, pioneering the fast-growing mobile engagement marketing space.","4,204",2009-01-01,year,https://swrve.com/,sales@swrve.com,205,51-100,2018-03-13,,,,76118785,USD,76118785,Series D,,Private,,,,,,
Ensighten,https://www.crunchbase.com/organization/ensighten,"Cyber Security, E-Commerce, Enterprise Software, Marketing, SaaS, Security","San Jose, California, United States",Marketing Security - The Power and Protection of Your Customers'​ Data,"4,528",2009-01-01,year,https://www.ensighten.com/,info@ensighten.com,79,51-100,2015-10-20,53000000,USD,53000000,108500000,USD,108500000,Series C,,Private,,,,,,11
CloudPassage,https://www.crunchbase.com/organization/cloudpassage,"Cloud Security, Cyber Security, Data Center, Enterprise Software, Information Technology, Internet, Network Security, Security, Software","San Francisco, California, United States",CloudPassage offers a server security and compliance platform that works seamlessly across data centers and elastic infrastructure.,"4,869",2009-01-01,year,https://www.cloudpassage.com,info@cloudpassage.com,128,101-250,2015-08-11,35900000,USD,35900000,88900000,USD,88900000,Series D,,Private,,,,,,8
